row,check_number,session_start
5015,7538,14:00:00
5016,341,14:00:00
5017,5843,14:00:00
5018,6277,15:30:00
5019,3240,23:42:00
5020,8174,21:00:00
5021,715,07:00:00
5022,1945,15:30:00
5023,1505,21:00:00
5024,1955,14:15:00
5025,6078,07:00:00
5026,1973,08:42:00
5027,7798,22:15:00
5028,8860,15:00:00
5029,9099,23:42:00
5030,9428,07:00:00
5031,847,08:42:00
5032,314,15:00:00
5033,5426,06:00:00
5034,8923,08:42:00
5035,8700,07:00:00
5036,1463,15:00:00
5037,2020,21:00:00
5038,6747,22:15:00
5039,8223,14:15:00
5040,2809,22:30:00
5041,6549,06:00:00
5042,6664,07:30:00
5043,3846,15:34:00
5044,7048,22:15:00
5045,5056,14:15:00
5046,5811,07:30:00
5047,7382,06:00:00
5048,5312,06:15:00
5049,9677,15:34:00
5050,7218,21:00:00
5051,1307,22:30:00
5052,9277,21:00:00
5053,9618,07:00:00
5054,5498,15:34:00
5055,2011,07:30:00
5056,7905,14:15:00
5057,1292,15:00:00
5058,9300,15:30:00
5059,4612,07:00:00
5060,1983,22:30:00
5061,4363,21:00:00
5062,4021,14:15:00
5063,1487,14:15:00
5064,7285,21:00:00
5065,3617,14:15:00
5066,9663,21:00:00
5067,4861,15:34:00
5068,9206,15:00:00
5069,7345,15:00:00
5070,9180,07:00:00
5071,8590,07:00:00
5072,9031,06:15:00
5073,4593,23:42:00
5074,2676,21:00:00
5075,6959,14:00:00
5076,1862,15:30:00
5077,3097,07:30:00
5078,6956,15:30:00
5079,3168,21:00:00
5080,2438,06:00:00
5081,4090,21:00:00
5082,6631,21:00:00
5083,9413,15:34:00
5084,5371,22:15:00
5085,2554,06:00:00
5086,3933,15:00:00
5087,6321,07:30:00
5088,4901,15:00:00
5089,8414,08:42:00
5090,6885,08:42:00
5091,981,07:30:00
5092,2065,08:42:00
5093,8782,22:30:00
5094,7771,14:00:00
5095,2353,15:00:00
5096,3338,14:15:00
5097,7877,06:00:00
5098,7280,14:00:00
5099,4847,22:15:00
5100,7857,07:30:00
5101,6561,14:00:00
5102,4907,06:15:00
5103,444,06:00:00
5104,3568,06:00:00
5105,9178,22:30:00
5106,2081,15:30:00
5107,4520,22:30:00
5108,8754,07:00:00
5109,2270,14:15:00
5110,7959,23:42:00
5111,3637,07:30:00
5112,7291,15:00:00
5113,4439,22:30:00
5114,8626,22:30:00
5115,4894,22:15:00
5116,6746,06:15:00
5117,4354,21:00:00
5118,1740,22:15:00
5119,4270,14:00:00
5120,377,21:00:00
5121,9738,15:30:00
5122,3679,08:42:00
5123,9495,06:15:00
5124,9280,15:00:00
5125,3703,14:00:00
5126,4518,23:42:00
5127,6341,14:15:00
5128,9736,06:00:00
5129,7352,07:30:00
5130,3876,15:00:00
5131,5519,22:15:00
5132,7243,07:00:00
5133,8892,21:00:00
5134,9513,14:00:00
5135,7250,06:15:00
5136,9953,06:00:00
5137,5641,22:15:00
5138,2246,14:15:00
5139,9345,23:42:00
5140,6634,06:15:00
5141,829,22:30:00
5142,1438,21:00:00
5143,4249,14:00:00
5144,5689,21:00:00
5145,5766,07:00:00
5146,356,14:00:00
5147,9652,07:30:00
5148,330,08:42:00
5149,1475,08:42:00
5150,5728,06:00:00
5151,6372,15:34:00
5152,1781,21:00:00
5153,4115,15:00:00
5154,8739,22:15:00
5155,9860,21:00:00
5156,32,15:34:00
5157,1344,07:30:00
5158,2452,15:34:00
5159,9106,23:42:00
5160,2379,07:30:00
5161,2144,14:15:00
5162,2803,23:42:00
5163,8675,15:00:00
5164,1253,06:15:00
5165,7283,22:30:00
5166,6887,14:00:00
5167,4533,14:15:00
5168,5430,21:00:00
5169,8116,15:30:00
5170,2801,07:30:00
5171,3773,06:00:00
5172,4504,15:34:00
5173,3892,22:15:00
5174,4341,15:30:00
5175,2277,15:34:00
5176,5745,21:00:00
5177,7415,21:00:00
5178,7417,06:00:00
5179,4909,15:00:00
5180,4245,14:00:00
5181,6988,15:30:00
5182,8028,21:00:00
5183,6482,23:42:00
5184,2184,14:15:00
5185,2769,22:15:00
5186,5591,08:42:00
5187,6238,14:15:00
5188,8320,06:15:00
5189,1393,22:15:00
5190,999,07:00:00
5191,7374,07:30:00
5192,8515,15:34:00
5193,1180,07:30:00
5194,4337,08:42:00
5195,4430,07:30:00
5196,5626,07:00:00
5197,3796,14:00:00
5198,6171,23:42:00
5199,8242,15:00:00
5200,4230,23:42:00
5201,8964,21:00:00
5202,8291,22:30:00
5203,1312,22:15:00
5204,6414,14:00:00
5205,4155,22:30:00
5206,9238,22:15:00
5207,1996,14:15:00
5208,6533,21:00:00
5209,8252,07:00:00
5210,2373,06:15:00
5211,4684,15:30:00
5212,3870,15:34:00
5213,1778,15:34:00
5214,9451,22:30:00
5215,6090,06:15:00
5216,2711,21:00:00
5217,7928,23:42:00
5218,1145,06:00:00
5219,4351,15:00:00
5220,4200,06:00:00
5221,5189,14:15:00
5222,4578,21:00:00
5223,8792,06:00:00
5224,7306,21:00:00
5225,9216,23:42:00
5226,9285,22:15:00
5227,8271,22:30:00
5228,3210,22:15:00
5229,5456,07:00:00
5230,7803,14:00:00
5231,1351,14:00:00
5232,4583,23:42:00
5233,4375,07:00:00
5234,9042,15:30:00
5235,6760,23:42:00
5236,1820,15:00:00
5237,107,07:00:00
5238,5055,15:34:00
5239,9592,07:00:00
5240,163,06:15:00
5241,7664,07:00:00
5242,3046,22:15:00
5243,8671,21:00:00
5244,8270,06:00:00
5245,5981,21:00:00
5246,9507,22:15:00
5247,5758,06:00:00
5248,6276,22:30:00
5249,1741,23:42:00
5250,5881,07:30:00
5251,7500,22:30:00
5252,1966,06:00:00
5253,3808,15:00:00
5254,119,07:30:00
5255,3227,06:00:00
5256,172,08:42:00
5257,2728,15:00:00
5258,9263,15:34:00
5259,5093,21:00:00
5260,7784,14:00:00
5261,740,15:34:00
5262,7944,21:00:00
5263,6283,21:00:00
5264,1462,14:15:00
5265,7179,15:00:00
5266,2776,15:30:00
5267,4851,06:00:00
5268,1188,14:15:00
5269,9527,21:00:00
5270,1764,21:00:00
5271,4118,07:30:00
5272,2083,15:00:00
5273,244,23:42:00
5274,127,08:42:00
5275,195,06:15:00
5276,1368,22:30:00
5277,1210,21:00:00
5278,7776,22:15:00
5279,5408,15:34:00
5280,7379,06:00:00
5281,1909,06:15:00
5282,4036,06:15:00
5283,1549,06:15:00
5284,3363,15:30:00
5285,3625,07:30:00
5286,1952,22:30:00
5287,5460,07:30:00
5288,7296,22:30:00
5289,1958,14:00:00
5290,9139,08:42:00
5291,5496,22:30:00
5292,9023,15:30:00
5293,6262,22:30:00
5294,4843,06:15:00
5295,2471,22:30:00
5296,6485,06:15:00
5297,7823,21:00:00
5298,1478,15:34:00
5299,788,21:00:00
5300,2276,14:00:00
5301,3427,07:00:00
5302,1999,06:00:00
5303,2274,21:00:00
5304,8445,23:42:00
5305,5606,15:30:00
5306,5235,15:00:00
5307,1403,21:00:00
5308,2114,06:15:00
5309,8407,15:34:00
5310,8040,15:30:00
5311,9013,15:30:00
5312,9888,06:15:00
5313,1386,22:15:00
5314,555,08:42:00
5315,9504,08:42:00
5316,4637,06:00:00
5317,4328,06:15:00
5318,5938,21:00:00
5319,1317,14:15:00
5320,6613,22:30:00
5321,9722,14:00:00
5322,4845,23:42:00
5323,3658,15:00:00
5324,7895,06:15:00
5325,9903,23:42:00
5326,8891,22:15:00
5327,3884,15:34:00
5328,8365,06:00:00
5329,5494,14:00:00
5330,8231,06:00:00
5331,8732,06:00:00
5332,6708,15:30:00
5333,4816,08:42:00
5334,9898,23:42:00
5335,951,15:34:00
5336,4680,06:15:00
5337,9218,15:00:00
5338,8011,06:15:00
5339,7342,14:00:00
5340,6817,15:34:00
5341,581,06:00:00
5342,1484,21:00:00
5343,4704,14:00:00
5344,65,15:00:00
5345,6183,15:00:00
5346,9074,14:00:00
5347,5061,06:15:00
5348,2532,22:15:00
5349,675,08:42:00
5350,6261,21:00:00
5351,7204,07:30:00
5352,1473,15:30:00
5353,7580,14:00:00
5354,4754,14:15:00
5355,9879,22:30:00
5356,5108,07:30:00
5357,9972,15:00:00
5358,1408,14:15:00
5359,6785,21:00:00
5360,8875,21:00:00
5361,6679,21:00:00
5362,5616,22:15:00
5363,3947,22:15:00
5364,4181,21:00:00
5365,9060,21:00:00
5366,7777,06:15:00
5367,413,14:00:00
5368,1656,06:00:00
5369,9325,06:15:00
5370,8610,22:30:00
5371,4960,06:00:00
5372,7318,07:30:00
5373,2549,15:00:00
5374,8208,06:15:00
5375,8849,07:30:00
5376,2600,23:42:00
5377,7297,15:00:00
5378,1872,07:30:00
5379,1209,14:15:00
5380,5231,07:00:00
5381,7170,15:30:00
5382,1633,07:00:00
5383,8632,22:30:00
5384,770,14:00:00
5385,3116,21:00:00
5386,4111,21:00:00
5387,5310,08:42:00
5388,1587,14:00:00
5389,1387,07:30:00
5390,1916,15:34:00
5391,5581,06:00:00
5392,1096,23:42:00
5393,5776,14:00:00
5394,4395,22:30:00
5395,8225,22:30:00
5396,4674,15:00:00
5397,1516,15:34:00
5398,1897,15:34:00
5399,7073,22:15:00
5400,5158,15:00:00
5401,1634,22:30:00
5402,5625,14:15:00
5403,5566,07:30:00
5404,6826,21:00:00
5405,7817,22:15:00
5406,4525,14:15:00
5407,6574,22:15:00
5408,9512,06:15:00
5409,1642,21:00:00
5410,5160,07:00:00
5411,5763,14:15:00
5412,9809,22:15:00
5413,4313,15:34:00
5414,2112,08:42:00
5415,5789,21:00:00
5416,1190,23:42:00
5417,2132,08:42:00
5418,8674,06:00:00
5419,9598,14:15:00
5420,980,23:42:00
5421,7709,22:30:00
5422,1703,07:30:00
5423,6233,15:34:00
5424,669,06:00:00
5425,9319,21:00:00
5426,7972,07:30:00
5427,6552,22:30:00
5428,4804,08:42:00
5429,6653,22:15:00
5430,8381,14:00:00
5431,4869,08:42:00
5432,4660,14:15:00
5433,4729,15:00:00
5434,6757,06:00:00
5435,8888,06:00:00
5436,2819,14:15:00
5437,313,07:30:00
5438,691,06:15:00
5439,1241,23:42:00
5440,4029,22:30:00
5441,5229,21:00:00
5442,8041,15:00:00
5443,8155,06:15:00
5444,995,21:00:00
5445,4018,22:15:00
5446,6908,07:00:00
5447,4750,06:15:00
5448,8328,07:30:00
5449,9510,22:15:00
5450,4810,21:00:00
5451,5388,22:15:00
5452,4,22:30:00
5453,8213,14:15:00
5454,8397,15:30:00
5455,287,06:00:00
5456,9283,15:30:00
5457,3715,15:34:00
5458,4342,14:00:00
5459,9940,14:00:00
5460,6928,22:30:00
5461,3478,23:42:00
5462,2199,15:34:00
5463,3681,15:34:00
5464,3128,15:34:00
5465,4636,22:30:00
5466,1113,15:30:00
5467,8281,07:30:00
5468,631,07:00:00
5469,8166,23:42:00
5470,409,23:42:00
5471,924,22:30:00
5472,8312,06:00:00
5473,7769,21:00:00
5474,6001,07:30:00
5475,5490,22:15:00
5476,3963,07:00:00
5477,7763,14:00:00
5478,6642,22:15:00
5479,3524,08:42:00
5480,1392,07:00:00
5481,3026,07:00:00
5482,6825,21:00:00
5483,3973,23:42:00
5484,6944,07:30:00
5485,7169,06:15:00
5486,5030,15:00:00
5487,232,23:42:00
5488,6178,07:00:00
5489,8410,14:00:00
5490,9485,15:30:00
5491,3754,07:30:00
5492,5294,07:30:00
5493,8163,15:30:00
5494,5550,07:00:00
5495,263,15:00:00
5496,9210,06:00:00
5497,8022,07:00:00
5498,3630,14:15:00
5499,7235,15:30:00
5500,6259,15:00:00
5501,7422,21:00:00
5502,703,14:00:00
5503,5415,21:00:00
5504,3968,23:42:00
5505,9423,07:30:00
5506,1366,06:15:00
5507,4064,06:00:00
5508,8895,06:00:00
5509,2494,22:15:00
5510,6005,22:30:00
5511,9047,15:34:00
5512,8091,15:30:00
5513,9249,15:30:00
5514,6342,08:42:00
5515,5345,23:42:00
5516,4866,15:34:00
5517,832,15:30:00
5518,9397,15:34:00
5519,4203,21:00:00
5520,9404,23:42:00
5521,1389,06:00:00
5522,4024,14:15:00
5523,7498,06:15:00
5524,3621,22:15:00
5525,6129,07:00:00
5526,2145,21:00:00
5527,6701,15:30:00
5528,9392,15:34:00
5529,4992,14:00:00
5530,4895,15:00:00
5531,8111,15:34:00
5532,3432,14:15:00
5533,2125,07:30:00
5534,9150,14:00:00
5535,5557,07:30:00
5536,2578,23:42:00
5537,8315,14:00:00
5538,2672,22:30:00
5539,9383,15:30:00
5540,4557,15:30:00
5541,7831,15:34:00
5542,5634,22:15:00
5543,5838,15:00:00
5544,5277,06:15:00
5545,5477,15:34:00
5546,3865,15:30:00
5547,1622,06:00:00
5548,3636,21:00:00
5549,6253,06:15:00
5550,8169,08:42:00
5551,8377,07:30:00
5552,7458,07:30:00
5553,2390,14:00:00
5554,9986,22:30:00
5555,2152,15:30:00
5556,5996,21:00:00
5557,2214,15:30:00
5558,131,21:00:00
5559,7035,08:42:00
5560,2437,22:30:00
5561,9622,07:30:00
5562,115,22:30:00
5563,4080,15:00:00
5564,3816,21:00:00
5565,9887,14:15:00
5566,1883,08:42:00
5567,2441,06:00:00
5568,6950,22:15:00
5569,6683,22:30:00
5570,293,07:30:00
5571,2871,15:34:00
5572,3419,06:00:00
5573,9163,15:34:00
5574,2080,23:42:00
5575,8015,22:15:00
5576,5601,15:00:00
5577,8474,15:30:00
5578,60,21:00:00
5579,3388,22:30:00
5580,2625,21:00:00
5581,7006,07:30:00
5582,118,21:00:00
5583,3342,06:00:00
5584,7440,06:00:00
5585,2241,22:30:00
5586,3956,22:15:00
5587,5404,21:00:00
5588,7676,07:00:00
5589,7413,14:00:00
5590,9187,23:42:00
5591,3794,06:00:00
5592,2258,22:15:00
5593,2904,22:30:00
5594,9264,14:15:00
5595,6328,23:42:00
5596,1115,14:00:00
5597,2660,22:15:00
5598,838,22:30:00
5599,6926,22:15:00
5600,2218,15:34:00
5601,7682,15:30:00
5602,913,21:00:00
5603,2308,15:34:00
5604,9357,23:42:00
5605,4232,07:00:00
5606,1994,22:15:00
5607,8981,22:30:00
5608,5667,23:42:00
5609,8475,07:30:00
5610,8412,06:00:00
5611,3330,07:30:00
5612,3021,07:00:00
5613,5058,07:30:00
5614,9040,23:42:00
5615,6474,14:00:00
5616,1595,21:00:00
5617,7948,08:42:00
5618,9615,14:00:00
5619,1795,06:00:00
5620,2727,06:00:00
5621,4998,06:15:00
5622,1409,08:42:00
5623,621,06:00:00
5624,4673,15:34:00
5625,9570,15:00:00
5626,9508,21:00:00
5627,9317,23:42:00
5628,5004,15:00:00
5629,831,21:00:00
5630,868,14:15:00
5631,4624,07:30:00
5632,1419,14:15:00
5633,7841,21:00:00
5634,1342,14:00:00
5635,311,06:00:00
5636,9177,14:15:00
5637,609,23:42:00
5638,3304,22:30:00
5639,9160,22:15:00
5640,9271,06:15:00
5641,1290,22:30:00
5642,3155,14:15:00
5643,4700,15:00:00
5644,2472,06:15:00
5645,9104,14:15:00
5646,3055,06:15:00
5647,5746,21:00:00
5648,2664,15:30:00
5649,2400,14:15:00
5650,9720,21:00:00
5651,7150,07:00:00
5652,9818,06:15:00
5653,8376,06:15:00
5654,1005,14:15:00
5655,3476,21:00:00
5656,3951,21:00:00
5657,7977,15:00:00
5658,2770,06:00:00
5659,89,22:15:00
5660,1326,06:15:00
5661,5335,23:42:00
5662,7658,22:15:00
5663,6098,15:00:00
5664,8203,22:30:00
5665,2137,23:42:00
5666,5035,23:42:00
5667,6365,21:00:00
5668,6000,15:00:00
5669,9580,15:30:00
5670,1865,15:00:00
5671,8574,06:15:00
5672,2417,15:34:00
5673,9062,07:30:00
5674,5769,22:15:00
5675,6673,07:00:00
5676,1246,22:30:00
5677,8721,22:30:00
5678,2787,22:30:00
5679,721,14:00:00
5680,5085,15:30:00
5681,5801,07:30:00
5682,2781,15:00:00
5683,4335,15:34:00
5684,3351,15:00:00
5685,6387,23:42:00
5686,7041,22:15:00
5687,8160,15:00:00
5688,2074,15:30:00
5689,8955,21:00:00
5690,8634,15:30:00
5691,1567,22:30:00
5692,5723,22:15:00
5693,9533,21:00:00
5694,85,07:00:00
5695,1895,21:00:00
5696,425,21:00:00
5697,6086,07:30:00
5698,2243,15:00:00
5699,3010,21:00:00
5700,1578,14:15:00
5701,3287,15:00:00
5702,2224,22:15:00
5703,7683,21:00:00
5704,8631,07:00:00
5705,8687,14:00:00
5706,6830,06:00:00
5707,4738,14:00:00
5708,5624,21:00:00
5709,8391,15:30:00
5710,7914,07:00:00
5711,9803,07:30:00
5712,1345,07:00:00
5713,6938,07:00:00
5714,7986,06:00:00
5715,4418,21:00:00
5716,6167,15:34:00
5717,3202,08:42:00
5718,4499,06:00:00
5719,5438,15:00:00
5720,5867,06:00:00
5721,2807,08:42:00
5722,2892,07:00:00
5723,7078,14:00:00
5724,6091,15:00:00
5725,5693,15:30:00
5726,6947,14:15:00
5727,4048,22:30:00
5728,4422,08:42:00
5729,4736,21:00:00
5730,4798,06:00:00
5731,6695,23:42:00
5732,4460,21:00:00
5733,8885,14:15:00
5734,1108,07:00:00
5735,5365,08:42:00
5736,1737,21:00:00
5737,9617,22:30:00
5738,2045,06:15:00
5739,1293,07:30:00
5740,5850,15:34:00
5741,8311,14:15:00
5742,5406,23:42:00
5743,1407,22:30:00
5744,434,22:30:00
5745,4838,07:30:00
5746,6442,08:42:00
5747,1771,21:00:00
5748,1347,07:00:00
5749,5752,14:15:00
5750,7442,22:30:00
5751,8647,07:30:00
5752,1915,23:42:00
5753,8395,23:42:00
5754,2459,22:30:00
5755,1963,15:30:00
5756,3335,14:00:00
5757,8896,22:15:00
5758,9673,15:34:00
5759,8283,07:30:00
5760,4409,21:00:00
5761,5234,21:00:00
5762,5916,15:30:00
5763,2941,07:30:00
5764,4098,15:34:00
5765,6241,22:15:00
5766,1,21:00:00
5767,1792,06:15:00
5768,1732,08:42:00
5769,720,15:34:00
5770,4840,14:00:00
5771,618,06:15:00
5772,2805,07:30:00
5773,7713,21:00:00
5774,8143,15:34:00
5775,1083,14:00:00
5776,473,06:00:00
5777,8730,07:30:00
5778,5732,06:15:00
5779,695,07:30:00
5780,1579,23:42:00
5781,558,08:42:00
5782,2358,14:00:00
5783,4387,06:00:00
5784,3389,15:00:00
5785,1559,07:30:00
5786,4873,22:30:00
5787,5427,06:15:00
5788,6724,15:34:00
5789,8054,15:00:00
5790,9746,21:00:00
5791,6794,22:15:00
5792,78,07:00:00
5793,6458,14:00:00
5794,4922,15:30:00
5795,9173,22:15:00
5796,5192,07:30:00
5797,8451,08:42:00
5798,2739,15:00:00
5799,7410,23:42:00
5800,9070,14:15:00
5801,7493,21:00:00
5802,4251,22:30:00
5803,4834,14:15:00
5804,6311,21:00:00
5805,9448,06:15:00
5806,6049,06:15:00
5807,2779,22:15:00
5808,5806,21:00:00
5809,8487,21:00:00
5810,6278,08:42:00
5811,1348,06:15:00
5812,1621,22:30:00
5813,4689,06:00:00
5814,7023,14:15:00
5815,1023,14:15:00
5816,3339,14:00:00
5817,2162,21:00:00
5818,4485,08:42:00
5819,2513,15:34:00
5820,9515,07:00:00
5821,3989,07:00:00
5822,9941,06:15:00
5823,9561,07:30:00
5824,7049,06:15:00
5825,1302,22:30:00
5826,1376,23:42:00
5827,381,07:30:00
5828,8268,15:30:00
5829,5637,06:00:00
5830,1451,22:30:00
5831,9523,07:30:00
5832,8902,07:00:00
5833,2077,15:34:00
5834,1702,07:00:00
5835,2792,14:15:00
5836,1144,08:42:00
5837,2129,22:15:00
5838,5253,22:15:00
5839,9604,06:00:00
5840,369,14:00:00
5841,7927,07:30:00
5842,7136,15:30:00
5843,4324,23:42:00
5844,1683,15:00:00
5845,9057,22:30:00
5846,6481,23:42:00
5847,9846,06:15:00
5848,2683,15:34:00
5849,1694,22:15:00
5850,8706,06:15:00
5851,4216,14:15:00
5852,7789,14:00:00
5853,4452,06:00:00
5854,3497,21:00:00
5855,4425,14:00:00
5856,7598,15:34:00
5857,6134,14:15:00
5858,8084,23:42:00
5859,7714,06:00:00
5860,6723,06:00:00
5861,5176,21:00:00
5862,6269,08:42:00
5863,584,15:00:00
5864,6651,07:30:00
5865,4301,07:00:00
5866,991,06:15:00
5867,6318,22:15:00
5868,8176,14:15:00
5869,1880,21:00:00
5870,2993,14:00:00
5871,615,22:15:00
5872,7099,21:00:00
5873,9474,21:00:00
5874,4229,23:42:00
5875,5649,08:42:00
5876,1177,15:34:00
5877,9172,21:00:00
5878,4492,07:30:00
5879,1596,15:30:00
5880,1898,06:15:00
5881,8694,23:42:00
5882,3712,15:30:00
5883,1699,07:00:00
5884,426,14:15:00
5885,2850,15:34:00
5886,8834,06:00:00
5887,2713,08:42:00
5888,6858,06:15:00
5889,9466,21:00:00
5890,9265,21:00:00
5891,1964,22:15:00
5892,2453,06:00:00
5893,1961,06:00:00
5894,1089,14:00:00
5895,2896,15:00:00
5896,1799,15:34:00
5897,348,15:34:00
5898,6045,07:00:00
5899,5984,06:00:00
5900,7897,06:15:00
5901,324,15:30:00
5902,9090,15:30:00
5903,7968,21:00:00
5904,2813,14:15:00
5905,3760,08:42:00
5906,2725,23:42:00
5907,9946,22:15:00
5908,2118,22:30:00
5909,6303,06:15:00
5910,8349,06:00:00
5911,3224,21:00:00
5912,3783,14:00:00
5913,5793,21:00:00
5914,4243,23:42:00
5915,5283,15:34:00
5916,6462,22:15:00
5917,3518,14:00:00
5918,9607,15:00:00
5919,8778,06:15:00
5920,1951,14:15:00
5921,9633,15:00:00
5922,4150,15:34:00
5923,7636,15:30:00
5924,3922,07:30:00
5925,3322,06:00:00
5926,493,08:42:00
5927,4756,08:42:00
5928,7619,15:00:00
5929,8709,07:30:00
5930,8182,07:00:00
5931,6064,21:00:00
5932,401,06:00:00
5933,4983,06:00:00
5934,2521,22:15:00
5935,5597,07:00:00
5936,4739,14:15:00
5937,5240,15:34:00
5938,2594,14:15:00
5939,2375,14:15:00
5940,1025,06:15:00
5941,4400,22:15:00
5942,5029,23:42:00
5943,5171,15:30:00
5944,4938,23:42:00
5945,8239,14:00:00
5946,6682,14:15:00
5947,7279,15:30:00
5948,4579,15:34:00
5949,7543,22:30:00
5950,3880,21:00:00
5951,9323,07:00:00
5952,673,06:15:00
5953,1752,15:00:00
5954,5826,14:00:00
5955,174,15:00:00
5956,4391,21:00:00
5957,6627,21:00:00
5958,3615,15:34:00
5959,8185,23:42:00
5960,5179,14:15:00
5961,7976,22:15:00
5962,9664,06:15:00
5963,5241,23:42:00
5964,1804,15:34:00
5965,2455,15:30:00
5966,8747,22:15:00
5967,689,15:00:00
5968,5629,07:00:00
5969,9816,21:00:00
5970,1593,06:15:00
5971,8943,21:00:00
5972,9488,06:00:00
5973,6273,14:15:00
5974,3448,21:00:00
5975,9141,15:34:00
5976,6081,06:15:00
5977,3780,15:00:00
5978,4618,22:30:00
5979,1320,08:42:00
5980,2062,21:00:00
5981,8237,07:00:00
5982,9430,22:30:00
5983,878,22:30:00
5984,9224,23:42:00
5985,8926,21:00:00
5986,1129,22:30:00
5987,7064,06:00:00
5988,4093,15:30:00
5989,2343,07:30:00
5990,9105,06:15:00
5991,8654,23:42:00
5992,8815,08:42:00
5993,8740,08:42:00
5994,8866,15:34:00
5995,6416,22:30:00
5996,8665,15:34:00
5997,8922,15:00:00
5998,2429,08:42:00
5999,3490,15:00:00
6000,2350,22:15:00
6001,2295,07:30:00
6002,3310,08:42:00
6003,4035,21:00:00
6004,1782,06:15:00
6005,3483,15:34:00
6006,8333,06:00:00
6007,9351,22:15:00
6008,4246,22:15:00
6009,3,21:00:00
6010,9126,08:42:00
6011,1878,15:34:00
6012,571,14:00:00
6013,4890,22:30:00
6014,7688,15:30:00
6015,3425,14:15:00
6016,8472,22:15:00
6017,9814,06:00:00
6018,2167,07:00:00
6019,2771,15:34:00
6020,7861,23:42:00
6021,597,06:15:00
6022,4650,21:00:00
6023,9844,15:30:00
6024,2830,15:34:00
6025,3775,15:34:00
6026,2895,07:30:00
6027,8622,22:30:00
6028,3572,06:15:00
6029,5135,08:42:00
6030,1400,22:15:00
6031,9781,14:00:00
6032,5972,15:00:00
6033,7614,14:00:00
6034,6615,07:30:00
6035,7935,15:00:00
6036,8440,23:42:00
6037,9571,22:30:00
6038,2232,07:30:00
6039,5356,23:42:00
6040,3965,06:00:00
6041,9713,07:30:00
6042,6778,23:42:00
6043,9537,07:30:00
6044,8153,21:00:00
6045,1449,06:15:00
6046,2019,06:15:00
6047,3885,15:34:00
6048,3480,06:15:00
6049,8389,07:30:00
6050,9459,23:42:00
6051,5783,15:00:00
6052,7830,15:00:00
6053,1538,21:00:00
6054,2743,08:42:00
6055,128,06:00:00
6056,5849,15:30:00
6057,9545,21:00:00
6058,15,06:15:00
6059,4254,22:15:00
6060,6602,14:00:00
6061,3040,23:42:00
6062,9908,06:15:00
6063,6759,15:00:00
6064,5600,22:30:00
6065,25,22:30:00
6066,3719,15:00:00
6067,5306,14:00:00
6068,7973,06:15:00
6069,724,07:30:00
6070,441,15:00:00
6071,8210,14:15:00
6072,7765,23:42:00
6073,7685,15:00:00
6074,5632,08:42:00
6075,2898,23:42:00
6076,8701,21:00:00
6077,301,06:15:00
6078,4183,22:30:00
6079,9026,15:30:00
6080,2029,23:42:00
6081,7513,14:15:00
6082,9310,14:15:00
6083,9017,22:15:00
6084,7800,07:30:00
6085,4486,15:00:00
6086,4442,08:42:00
6087,690,08:42:00
6088,5673,07:30:00
6089,4010,14:00:00
6090,2193,23:42:00
6091,9375,21:00:00
6092,575,22:30:00
6093,9490,15:30:00
6094,6904,15:30:00
6095,4906,14:00:00
6096,8329,06:00:00
6097,4670,21:00:00
6098,5627,07:00:00
6099,9857,21:00:00
6100,8359,21:00:00
6101,465,08:42:00
6102,456,22:15:00
6103,5985,06:00:00
6104,9372,15:00:00
6105,2331,14:15:00
6106,8649,22:30:00
6107,1929,06:00:00
6108,6034,14:00:00
6109,2322,07:00:00
6110,2069,21:00:00
6111,4374,23:42:00
6112,7837,21:00:00
6113,3918,15:34:00
6114,1557,06:00:00
6115,5871,06:15:00
6116,1453,07:30:00
6117,4874,15:30:00
6118,7197,14:15:00
6119,3028,14:15:00
6120,7372,22:30:00
6121,400,14:15:00
6122,3964,22:15:00
6123,3882,06:00:00
6124,1480,07:00:00
6125,336,21:00:00
6126,2341,07:00:00
6127,5791,22:15:00
6128,3983,06:00:00
6129,8047,21:00:00
6130,8520,15:34:00
6131,8571,06:00:00
6132,4396,15:30:00
6133,2386,23:42:00
6134,3167,21:00:00
6135,960,06:15:00
6136,2304,22:15:00
6137,4990,15:00:00
6138,3578,08:42:00
6139,3698,15:00:00
6140,745,06:15:00
6141,7650,22:15:00
6142,3982,08:42:00
6143,7705,07:00:00
6144,7785,23:42:00
6145,1512,21:00:00
6146,1323,06:15:00
6147,8460,15:30:00
6148,3979,06:00:00
6149,1179,15:34:00
6150,9826,14:15:00
6151,6676,07:00:00
6152,6397,06:00:00
6153,2738,14:00:00
6154,7562,21:00:00
6155,9229,07:00:00
6156,1020,15:00:00
6157,8498,21:00:00
6158,3408,06:00:00
6159,7497,21:00:00
6160,9078,08:42:00
6161,7411,14:15:00
6162,4876,07:30:00
6163,209,21:00:00
6164,3436,06:15:00
6165,8919,14:00:00
6166,6389,06:00:00
6167,2989,15:30:00
6168,9006,06:15:00
6169,5840,23:42:00
6170,6382,21:00:00
6171,4146,08:42:00
6172,8267,15:30:00
6173,8398,07:00:00
6174,4879,23:42:00
6175,1336,15:34:00
6176,9945,14:15:00
6177,1238,15:34:00
6178,449,22:15:00
6179,9935,22:30:00
6180,6249,14:00:00
6181,8552,23:42:00
6182,9353,15:00:00
6183,9761,06:00:00
6184,5555,23:42:00
6185,9833,06:00:00
6186,5670,22:30:00
6187,6986,15:34:00
6188,4339,15:30:00
